Year,Indicator,ISO,Country,Industry,Unit of measure,Value
2011,Business R&D expenditure,DEU,Germany,Telecommunications,Share of total business enterprise expenditure on R&D,1.118
2012,Business R&D expenditure,DEU,Germany,Telecommunications,Share of total business enterprise expenditure on R&D,1.155
2013,Business R&D expenditure,DEU,Germany,Telecommunications,Share of total business enterprise expenditure on R&D,0.698
2014,Business R&D expenditure,DEU,Germany,Telecommunications,Share of total business enterprise expenditure on R&D,0.669
2015,Business R&D expenditure,DEU,Germany,Telecommunications,Share of total business enterprise expenditure on R&D,0.328
2016,Business R&D expenditure,DEU,Germany,Telecommunications,Share of total business enterprise expenditure on R&D,0.189
2017,Business R&D expenditure,DEU,Germany,Telecommunications,Share of total business enterprise expenditure on R&D,0.189
2018,Business R&D expenditure,DEU,Germany,Telecommunications,Share of total business enterprise expenditure on R&D,0.195
2019,Business R&D expenditure,DEU,Germany,Telecommunications,Share of total business enterprise expenditure on R&D,0.249
2020,Business R&D expenditure,DEU,Germany,Telecommunications,Share of total business enterprise expenditure on R&D,0.259
2021,Business R&D expenditure,DEU,Germany,Telecommunications,Share of total business enterprise expenditure on R&D,0.236
2007,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of GDP,0.001
2008,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of GDP,0.001
2009,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of GDP,0.002
2010,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of GDP,0.001
2011,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of GDP,0.002
2012,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of GDP,0.001
2013,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of GDP,0.001
2014,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of GDP,0.001
2015,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of GDP,0.001
2016,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of GDP,0.001
2017,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of GDP,0.001
2018,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of GDP,0.001
2019,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of GDP,0.001
2020,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of GDP,0.001
2021,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of GDP,0.002
2007,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,0.043
2008,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,0.041
2009,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,0.084
2010,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,0.08
2011,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,0.083
2012,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,0.078
2013,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,0.05
2014,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,0.047
2015,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,0.049
2016,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,0.053
2017,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,0.05
2018,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,0.048
2019,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,0.046
2020,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,0.068
2021,Business R&D expenditure,DEU,Germany,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,0.11
2005,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.248
2006,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.259
2007,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.239
2008,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.25
2009,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.233
2010,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.229
2011,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.239
2012,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.264
2013,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.256
2014,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.251
2015,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.244
2016,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.239
2017,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.232
2018,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.241
2019,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.247
2020,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.251
2021,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of GDP,0.246
2005,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,14.92
2006,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,15.293
2007,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,14.127
2008,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,14.053
2009,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,12.845
2010,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,12.774
2011,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,12.85
2012,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,13.742
2013,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,13.706
2014,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,13.17
2015,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,12.372
2016,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,12.156
2017,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,11.251
2018,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,11.485
2019,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,11.501
2020,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,12.187
2021,Business R&D expenditure,DEU,Germany,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,11.925
2005,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.252
2006,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.264
2007,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.312
2008,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.324
2009,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.336
2010,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.331
2011,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.348
2012,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.377
2013,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.367
2014,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.36
2015,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.348
2016,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.343
2017,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.334
2018,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.346
2019,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.368
2020,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.382
2021,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of GDP,0.394
2005,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of total business enterprise expenditure on R&D,14.92
2006,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of total business enterprise expenditure on R&D,15.293
2007,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of total business enterprise expenditure on R&D,18.417
2008,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of total business enterprise expenditure on R&D,18.212
2009,Business R&D expenditure,DEU,Germany,Information industries (ISIC 26+58-63),Share of total business enterprise expenditure on R&D,18.509
